Company/Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount($),Stage
Qyuki,2016,Mumbai,Media & Entertainment,Multi-channel broadcast network,"AR Rahman, Shekhar Kapur",Info Edge Venture Fund,3500000.0,Unknown Stage
Leap India,2016,Coimbatore,Agriculture,Agricultural warehousing and logistics company,Narain Karthikeyan.,Neev Fund,30000000.0,Series B
Picxy,2016,Hyderabad,Media & Entertainment,Stock photo industry,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Unknown Stage
Krimanshi,2016,Jodhpur,Agriculture,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Unknown Stage
NEETprep,2016,Delhi,Education,Provides crash course for NEET preparation,Kapil Gupta,IndiaQuotient,3000000.0,Unknown Stage
Dot Pvt. Ltd,2016,Gurugram,Finance,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Seed
Kuku FM,2016,Mumbai,Media & Entertainment,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A
SuperMoney,2018,Mumbai,Finance,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre-Seed
Rebel Foods,2016,Bangalore,Food and Beverages,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,Unknown Stage
AlphaVector,2015,Bangalore,Technology,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",3000000.0,Unknown Stage
Fox Capital,2019,Jaipur,Finance,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,Unknown Stage
Tribe Theory,2016,Bangalore,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,Unknown Stage
Fleetx,2016,Bangalore,Technology,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A
Embibe,2016,Mumbai,Education,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,Unknown Stage
Entri,2017,Kochi,Education,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed
Oye! Rickshaw,2016,Bangalore,Transportation & Logistics,App-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series A
Seal Professional,2012,Bangalore,Education,Trains students in managemnt and leadership skills and also helps in placement,unknown,Equanimity Ventures,3000000.0,Pre-Seed
Sprinng Foods,2016,Mumbai,Food and Beverages,Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",3000000.0,Unknown Stage
1MG,2015,Gurugram,Health,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Unknown Stage
Aagey,2016,Bangalore,Finance,Provides financial assistance to MSMEs,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",3000000.0,Unknown Stage
Doubtnut,2017,Gurugram,Education,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A
AdonMo,2017,Bangalore,Marketing and advertising,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,Unknown Stage
RACEnergy,2018,Bangalore,Transportation & Logistics,It builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",3000000.0,Seed
BharatPe,2018,Delhi,Finance,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,Unknown Stage
Kisan Network,2015,Gurugram,Agriculture,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed
Vogo,2016,Bangalore,Manufacturing,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C
Yolo,2019,Gurugram,Transportation & Logistics,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed
Unotech,2011,Mumbai,Technology,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,Unknown Stage
Zetwerk,2018,Bangalore,Retail,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,Unknown Stage
CureSkin,2017,Bangalore,Health,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,Unknown Stage
WizKlub,2018,Bangalore,Education,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed
Interviewbit,2014,Pune,Education,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A
MoneyTap,2016,Bangalore,Finance,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series B
Uniplatform Tech,2015,Delhi,Technology,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",3000000.0,Unknown Stage
INdwealth,2016,Gurugram,Finance,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series C
Bizongo,2015,Mumbai,Retail,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C
AppsFlyer,2011,Bangalore,Technology,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Later Stage
Digit Insurance,2016,Bangalore,Finance,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,Unknown Stage
Livspace,2014,Bangalore,Lifestyle,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Later Stage
GetVantage,2016,Mumbai,Finance,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",3000000.0,Seed
Konfinity,2018,Noida,Education,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel investors,3000000.0,Unknown Stage
Pine Labs,2016,Noida,Finance,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,3000000.0,Unknown Stage
Instoried,2016,Delhi,Technology,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"SOSV, Chinaccelerator",3000000.0,Unknown Stage
Nupay,2016,Haryana,Finance,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,3000000.0,Unknown Stage
LogiNext,2016,Bangalore,Transportation & Logistics,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,Series B
Samosa Singh,2016,Bangalore,Food and Beverages,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A
Crysta,2018,Delhi,Health,Offers diagnostic and screening services with regular counselling and clinical data management,unknown,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre-Series
Eupheus Learning,2017,New Delhi,Education,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A
Bounce,2014,Bangalore,Services,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Later Stage
Park+,2016,Bangalore,Technology,It is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,Unknown Stage
Goodmylk,2017,Bangalore,Agriculture,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed
SmartKarrot,2019,Bangalore,Technology,It tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1000000.0,Unknown Stage
Skylo,2017,Bangalore,Technology,Provides affordable and ever present network that connects machines or sensors,Trivedi,SoftBank Group,103000000.0,Series B
Tea Trunk,2013,Goa,Food and Beverages,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,220000.0,Unknown Stage
Zoomcar,2013,Bangalore,Transportation & Logistics,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Later Stage
Mera Cashier,2019,Noida,Finance,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed
Samya AI,2019,Bangalore,Technology,Revenue growth AI startup in the consumer packed goods (CPG) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,Seed
Kristal AI,2016,Bangalore,Technology,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series A
Invento Robotics,2016,Bangalore,Technology,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed
Zimyo,2018,Gurugram,Human Resources,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),3000000.0,Unknown Stage
Sabse Sasta Dukaan,2016,Kolkata,Health,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel investors,3000000.0,Unknown Stage
Fitphilia,2016,Mumbai,Health,Provides IoT-enabled treadmill,Nirav Patil,Angel investors,3000000.0,Unknown Stage
Medicus,2016,Mumbai,Health,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,Unknown Stage
Monech,2016,Mumbai,Finance,Automated platform which will help users to take their financial decisions,unknown,Angel investors,12700.0,Seed
Teach Us,2016,Bangalore,Education,Educational portal which enables the students to access information related to education at one common platform,unknown,Angel investors,12700.0,Seed
Dealberg,2016,Bangalore,E-commerce,Deals in office supplies,Abhishek Emmanuel,Undisclosed,3000000.0,Unknown Stage
Phenom People,2010,Bangalore,Human Resources,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi,WestBridge Capital,30000000.0,Series C
Extra Edge,2016,Pune,Education,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre-Series
Capital Quotient,2016,Bangalore,Finance,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,Unknown Stage
Karfa,2016,Delhi,E-commerce,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed
Gamerji,2019,Bangalore,Technology,Esports tournament platform,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,Unknown Stage
Bounce,2014,Bangalore,Services,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Later Stage
Zinier,2015,Bangalore,Technology,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series C
ProEves,2016,Delhi,Education,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed
Toddle,2016,Bangalore,Finance,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,3000000.0,Unknown Stage
Aesthetic Nutrition,2018,Bangalore,Food and Beverages,Markets and sells chewable dietary supplements,Divij Bajaj,DSG Consumer Partners,3000000.0,Pre-Series
Capital Float,2013,Bangalore,Finance,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Unknown Stage
Ninjacart,2015,Bangalore,Agriculture,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C
TechnifyBiz,2017,Bangalore,Agriculture,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed
Wysh,2019,Hyderabad,Technology,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series A
Keito,2016,Pune,Technology,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed
Klub,2019,Bangalore,Finance,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Angel
Aadhar,2017,Mumbai,E-commerce,Ayurveda wellness and lifestyle consumer brand,unknown,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3000000.0,Seed
IncubateHub,2016,Bangalore,Technology,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,3000000.0,Unknown Stage
Rage Coffee,2016,Delhi,Retail,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,3000000.0,Unknown Stage
Skilancer,2016,Noida,Technology,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,3000000.0,Unknown Stage
Harappa Education,2016,New Delhi,Education,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-led Lupa Systems,3000000.0,Unknown Stage
Rheo,2016,Bangalore,Media & Entertainment,Online e-sports streaming and community platform,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Unknown Stage
Axio Biosolutions,2016,Bangalore,Health,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B
Techbooze,2016,Bangalore,Services,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,Series A
PayMart,2015,Chandigarh,Finance,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000.0,Unknown Stage
Testbook,2016,Bangalore,Education,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series B
FabAlley,2012,Noida,E-commerce,Online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,Unknown Stage
HaikuJAM,2016,Bangalore,Finance,Creative writing mobile platform,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,Unknown Stage
Mamaearth,2016,Bangalore,E-commerce,Online baby and mother care brand,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,Series A
Rentomojo,2014,Bangalore,Accomodation,"Furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania,GMO Payment Gateway,2000000.0,Unknown Stage
Zomato,2016,Bangalore,Food and Beverages,Online food delivery and restaurant discovery platform,Deepinder Goyal,Ant Financial,150000000.0,Unknown Stage
Byju,2011,Bangalore,Education,Provides online learning classes,Byju Raveendran,Tiger Global,200000000.0,Unknown Stage
Generico,2016,Mumbai,Health,Generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,Unknown Stage
HighRadius,2016,Hyderabad,Technology,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series B
Chai Kings,2016,Chennai,Food and Beverages,It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),1000000.0,Unknown Stage
